brands,categories,code,nutriments,nutrition_grades,product_name
Unilever,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Starches, Cereal starches, Corn starch, fr:Fleur de maïs en poudre, en:cooking-helpers",6111005210111,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 9, 'carbohydrates_100g': 90, 'carbohydrates_serving': 9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 9, 'energy': 150, 'energy-kcal': 35, 'energy-kcal_100g': 350, 'energy-kcal_serving': 35, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 35, 'energy-kcal_value_computed': 37.3, 'energy-kj': 150, 'energy-kj_100g': 1500, 'energy-kj_serving': 150, 'energy-kj_unit': 'kJ', 'energy-kj_value': 150, 'energy-kj_value_computed': 158.4, 'energy_100g': 1500, 'energy_serving': 150, 'energy_unit': 'kJ', 'energy_value': 150, 'fat': 0.1, 'fat_100g': 1, 'fat_serving': 0.1, 'fat_unit': 'g', 'fat_value': 0.1, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 4, 'nutrition-score-fr_100g': 4, 'proteins': 0.1, 'proteins_100g': 1, 'proteins_serving': 0.1, 'proteins_unit': 'g', 'proteins_value': 0.1, 'salt': 0.0175, 'salt_100g': 0.175, 'salt_serving': 0.0175, 'salt_unit': 'g', 'salt_value': 0.0175, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.007, 'sodium_100g': 0.07, 'sodium_serving': 0.007, 'sodium_unit': 'g', 'sodium_value': 0.007, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",c,
"Red Bull, حلال","Boissons et préparations de boissons, Boissons, Boissons énergisantes, Boisson énergisante sucrée",9002490205973,"{'acide-pantothenique-vitamine-b5_100g': 0.002, 'acide-pantothenique-vitamine-b5_serving': 0.005, 'carbohydrates': 11, 'carbohydrates_100g': 11, 'carbohydrates_unit': 'g', 'carbohydrates_value': 11, 'energy': 195, 'energy-kcal': 46, 'energy-kcal_100g': 46, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 46, 'energy-kcal_value_computed': 44, 'energy-kj': 195, 'energy-kj_100g': 195, 'energy-kj_unit': 'kJ', 'energy-kj_value': 195, 'energy-kj_value_computed': 187, 'energy_100g': 195, 'energy_unit': 'kJ', 'energy_value': 195, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 12, 'nutrition-score-fr_100g': 12, 'pantothenic-acid': 0.002, 'pantothenic-acid_100g': 0.002, 'pantothenic-acid_label': '0', 'pantothenic-acid_unit': 'mg', 'pantothenic-acid_value': 2, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.1, 'salt_100g': 0.1, 'salt_unit': 'g', 'salt_value': 0.1, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.04, 'sodium_100g': 0.04, 'sodium_unit': 'g', 'sodium_value': 0.04, 'sugars': 11, 'sugars_100g': 11, 'sugars_unit': 'g', 'sugars_value': 11, 'vitamin-b12': 2e-06, 'vitamin-b12_100g': 2e-06, 'vitamin-b12_label': '0', 'vitamin-b12_unit': 'µg', 'vitamin-b12_value': 2, 'vitamin-b6': 0.002, 'vitamin-b6_100g': 0.002, 'vitamin-b6_label': '0', 'vitamin-b6_unit': 'mg', 'vitamin-b6_value': 2, 'vitamin-pp': 0.008, 'vitamin-pp_100g': 0.008, 'vitamin-pp_label': '0', 'vitamin-pp_unit': 'mg', 'vitamin-pp_value': 8, 'vitamine-b3-pp-niacine_100g': 0.008, 'vitamine-b3-pp-niacine_serving': 0.02, 'vitamine-c-acide-ascorbique_100g': 0.002, 'vitamine-c-acide-ascorbique_serving': 0.005, 'vitamine-e-tocopherol_100g': 0.003, 'vitamine-e-tocopherol_serving': 0.0075}",e,25 cl Red Bull - Energy Drink
Daddy,"Sweeteners, Sugars, Brown sugars, Cane sugar, fr:Cassonades",3165433724019,"{'carbohydrates': 100, 'carbohydrates_100g': 100, 'carbohydrates_unit': 'g', 'carbohydrates_value': 100, 'carbon-footprint-from-known-ingredients_product': 975, 'energy': 1700, 'energy-kcal': 400, 'energy-kcal_100g': 400, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 400, 'energy-kcal_value_computed': 400, 'energy-kj': 1700, 'energy-kj_100g': 1700, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1700, 'energy-kj_value_computed': 1700, 'energy_100g': 1700, 'energy_unit': 'kJ', 'energy_value': 1700, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 100, 'sugars_100g': 100, 'sugars_unit': 'g', 'sugars_value': 100}",e,Cassonade pure canne
danone,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:bifidus-yogurts",6111032009443,"{'carbohydrates': 9.9, 'carbohydrates_100g': 9.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 9.9, 'energy': 268, 'energy-kcal': 64, 'energy-kcal_100g': 64, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 64, 'energy-kcal_value_computed': 64.2, 'energy_100g': 268, 'energy_unit': 'kcal', 'energy_value': 64, 'fat': 1.2, 'fat_100g': 1.2, 'fat_unit': 'g', 'fat_value': 1.2, 'fiber': 1.5, 'fiber_100g': 1.5, 'fiber_unit': 'g', 'fiber_value': 1.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 2.7, 'proteins_100g': 2.7, 'proteins_unit': 'g', 'proteins_value': 2.7, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0.8, 'saturated-fat_100g': 0.8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.8, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 5.5, 'sugars_100g': 5.5, 'sugars_unit': 'g', 'sugars_value': 5.5}",a,Activia Dan up ananas frez
Jaouda,,6111266960725,"{'carbohydrates': 8, 'carbohydrates_100g': 8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 8, 'energy': 13, 'energy-kcal': 3, 'energy-kcal_100g': 3, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 3, 'energy-kcal_value_computed': 136, 'energy_100g': 13, 'energy_unit': 'kcal', 'energy_value': 3, 'fat': 8, 'fat_100g': 8, 'fat_unit': 'g', 'fat_value': 8, 'proteins': 8, 'proteins_100g': 8, 'proteins_unit': 'g', 'proteins_value': 8, 'salt': 8, 'salt_100g': 8, 'salt_unit': 'g', 'salt_value': 8, 'saturated-fat': 8, 'saturated-fat_100g': 8, 'saturated-fat_unit': 'g', 'saturated-fat_value': 8, 'sodium': 3.2, 'sodium_100g': 3.2, 'sodium_unit': 'g', 'sodium_value': 3.2, 'sugars': 8, 'sugars_100g': 8, 'sugars_unit': 'g', 'sugars_value': 8}",unknown,MUSCLY FROMAGE 24
,en:confectioneries,6111270030018,"{'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0}",unknown,Pikota
Dorset Cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",5018357804764,"{'carbohydrates': 27.9, 'carbohydrates_100g': 62, 'carbohydrates_serving': 27.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 27.9, 'energy': 833, 'energy-kcal': 199, 'energy-kcal_100g': 442, 'energy-kcal_serving': 199, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 199, 'energy-kcal_value_computed': 198.6, 'energy_100g': 1850, 'energy_serving': 833, 'energy_unit': 'kcal', 'energy_value': 199, 'fat': 7, 'fat_100g': 15.6, 'fat_serving': 7, 'fat_unit': 'g', 'fat_value': 7, 'fiber': 2.8, 'fiber_100g': 6.22, 'fiber_serving': 2.8, 'fiber_unit': 'g', 'fiber_value': 2.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 12.875, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 12.875, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 2, 'nutrition-score-fr_100g': 2, 'proteins': 4.6, 'proteins_100g': 10.2, 'proteins_serving': 4.6, 'proteins_unit': 'g', 'proteins_value': 4.6, 'salt': 2.5e-05, 'salt_100g': 5.56e-05, 'salt_serving': 2.5e-05, 'salt_unit': 'g', 'salt_value': 2.5e-05, 'saturated-fat': 0.9, 'saturated-fat_100g': 2, 'saturated-fat_serving': 0.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.9, 'sodium': 1e-05, 'sodium_100g': 2.22e-05, 'sodium_serving': 1e-05, 'sodium_unit': 'g', 'sodium_value': 1e-05, 'sugars': 5.9, 'sugars_100g': 13.1, 'sugars_serving': 5.9, 'sugars_unit': 'g', 'sugars_value': 5.9}",b,Nutty Granola
"Savencia,St moret","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à tartiner",3272770096942,"{'carbohydrates': 2.55, 'carbohydrates_100g': 5, 'carbohydrates_serving': 2.55, 'carbohydrates_unit': 'g', 'carbohydrates_value': 2.55, 'energy': 282, 'energy-kcal': 67.32, 'energy-kcal_100g': 132, 'energy-kcal_serving': 67.32, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 67.32, 'energy-kcal_value_computed': 67.32, 'energy_100g': 553, 'energy_serving': 282, 'energy_unit': 'kcal', 'energy_value': 67.32, 'fat': 4.08, 'fat_100g': 8, 'fat_serving': 4.08, 'fat_unit': 'g', 'fat_value': 4.08, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 7, 'nutrition-score-fr_100g': 7, 'proteins': 5.1, 'proteins_100g': 10, 'proteins_serving': 5.1, 'proteins_unit': 'g', 'proteins_value': 5.1, 'salt': 0.51, 'salt_100g': 1, 'salt_serving': 0.51, 'salt_unit': 'g', 'salt_value': 0.51, 'saturated-fat': 2.805, 'saturated-fat_100g': 5.5, 'saturated-fat_serving': 2.805, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.805, 'sodium': 0.204, 'sodium_100g': 0.4, 'sodium_serving': 0.204, 'sodium_unit': 'g', 'sodium_value': 0.204, 'sugars': 2.55, 'sugars_100g': 5, 'sugars_serving': 2.55, 'sugars_unit': 'g', 'sugars_value': 2.55}",c,Le goût primeur - Ligne & plaisir
"Montfleuri, Savencia","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters, Unsalted butters, Light butter, Light unsalted butter with 60-62% fat, Sweet cream butters",3451790563256,"{'carbohydrates': 0.8, 'carbohydrates_100g': 0.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.8, 'energy': 2251, 'energy-kcal': 547, 'energy-kcal_100g': 547, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 547, 'energy-kcal_value_computed': 547.2, 'energy-kj': 2251, 'energy-kj_100g': 2251, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2251, 'energy-kj_value_computed': 2250.6, 'energy_100g': 2251, 'energy_unit': 'kJ', 'energy_value': 2251, 'fat': 60, 'fat_100g': 60, 'fat_unit': 'g', 'fat_value': 60, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 1, 'proteins_100g': 1, 'proteins_unit': 'g', 'proteins_value': 1, 'salt': 0.05, 'salt_100g': 0.05, 'salt_unit': 'g', 'salt_value': 0.05, 'saturated-fat': 42, 'saturated-fat_100g': 42, 'saturated-fat_unit': 'g', 'saturated-fat_value': 42, 'sodium': 0.02, 'sodium_100g': 0.02, 'sodium_unit': 'g', 'sodium_value': 0.02, 'sugars': 0.8, 'sugars_100g': 0.8, 'sugars_unit': 'g', 'sugars_value': 0.8}",e,Beurre à teneur réduite en M.G. (60%) doux
New York Bakery Co,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads",5020364010144,"{'carbohydrates': 43.9, 'carbohydrates_100g': 51.6, 'carbohydrates_serving': 43.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 43.9, 'carbon-footprint-from-known-ingredients_100g': 4.8, 'carbon-footprint-from-known-ingredients_product': 21.6, 'carbon-footprint-from-known-ingredients_serving': 4.08, 'energy': 967, 'energy-kcal': 231, 'energy-kcal_100g': 272, 'energy-kcal_serving': 231, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 231, 'energy-kcal_value_computed': 231.8, 'energy_100g': 1140, 'energy_serving': 967, 'energy_unit': 'kcal', 'energy_value': 231, 'fat': 1.8, 'fat_100g': 2.12, 'fat_serving': 1.8, 'fat_unit': 'g', 'fat_value': 1.8, 'fiber': 4.4, 'fiber_100g': 5.18, 'fiber_serving': 4.4, 'fiber_unit': 'g', 'fiber_value': 4.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 6.284, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 6.284, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 6.568, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 6.568, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 3, 'nutrition-score-fr_100g': 3, 'proteins': 7.8, 'proteins_100g': 9.18, 'proteins_serving': 7.8, 'proteins_unit': 'g', 'proteins_value': 7.8, 'salt': 0.4825, 'salt_100g': 0.568, 'salt_serving': 0.4825, 'salt_unit': 'g', 'salt_value': 0.4825, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.235, 'saturated-fat_serving': 0.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.2, 'sodium': 0.193, 'sodium_100g': 0.227, 'sodium_serving': 0.193, 'sodium_unit': 'g', 'sodium_value': 0.193, 'sugars': 8.8, 'sugars_100g': 10.4, 'sugars_serving': 8.8, 'sugars_unit': 'g', 'sugars_value': 8.8}",c,Cinnamon & Raisin Bagels
Hawai,"Beverages, Carbonated drinks, Sodas, en:sweetened-beverages",5449000025272,"{'carbohydrates': 9, 'carbohydrates_100g': 9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 9, 'energy': 157, 'energy-kcal': 37, 'energy-kcal_100g': 37, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 37, 'energy-kcal_value_computed': 36, 'energy-kj': 157, 'energy-kj_100g': 157, 'energy-kj_unit': 'kJ', 'energy-kj_value': 157, 'energy-kj_value_computed': 153, 'energy_100g': 157, 'energy_unit': 'kJ', 'energy_value': 157, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 10, 'nutrition-score-fr_100g': 10, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 8.5, 'sugars_100g': 8.5, 'sugars_unit': 'g', 'sugars_value': 8.5}",e,Haway tropical
Pågen,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Toasts, Crispbreads, Toasted bread rolls",7311071330815,"{'carbohydrates': 70, 'carbohydrates_100g': 70, 'carbohydrates_unit': 'g', 'carbohydrates_value': 70, 'energy': 1678, 'energy-kcal': 397, 'energy-kcal_100g': 397, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 397, 'energy-kcal_value_computed': 399.2, 'energy-kj': 1678, 'energy-kj_100g': 1678, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1678, 'energy-kj_value_computed': 1685, 'energy_100g': 1678, 'energy_unit': 'kJ', 'energy_value': 1678, 'fat': 6.2, 'fat_100g': 6.2, 'fat_unit': 'g', 'fat_value': 6.2, 'fiber': 7.7, 'fiber_100g': 7.7, 'fiber_unit': 'g', 'fiber_value': 7.7, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 3.5, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 3.5, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 11, 'nutrition-score-fr_100g': 11, 'proteins': 12, 'proteins_100g': 12, 'proteins_unit': 'g', 'proteins_value': 12, 'salt': 1.6, 'salt_100g': 1.6, 'salt_unit': 'g', 'salt_value': 1.6, 'saturated-fat': 2.1, 'saturated-fat_100g': 2.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.1, 'sodium': 0.64, 'sodium_100g': 0.64, 'sodium_unit': 'g', 'sodium_value': 0.64, 'sugars': 7, 'sugars_100g': 7, 'sugars_unit': 'g', 'sugars_value': 7}",d,Krisprolls - Wholegrain Complets
"Kraft, Kraft Foods, Mondelèz International, Philadelphia","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages de vache, Frais, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème",7622300685782,"{'carbohydrates': 4.3, 'carbohydrates_100g': 4.3, 'carbohydrates_serving': 1.29, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.3, 'energy': 933, 'energy-kcal': 226, 'energy-kcal_100g': 226, 'energy-kcal_serving': 67.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 226, 'energy-kcal_value_computed': 228.2, 'energy-kj': 933, 'energy-kj_100g': 933, 'energy-kj_serving': 280, 'energy-kj_unit': 'kJ', 'energy-kj_value': 933, 'energy-kj_value_computed': 943.5, 'energy_100g': 933, 'energy_serving': 280, 'energy_unit': 'kJ', 'energy_value': 933, 'fat': 21, 'fat_100g': 21, 'fat_serving': 6.3, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 0.2, 'fiber_100g': 0.2, 'fiber_serving': 0.06, 'fiber_unit': 'g', 'fiber_value': 0.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 14, 'nutrition-score-fr_100g': 14, 'proteins': 5.4, 'proteins_100g': 5.4, 'proteins_serving': 1.62, 'proteins_unit': 'g', 'proteins_value': 5.4, 'salt': 0.75, 'salt_100g': 0.75, 'salt_serving': 0.225, 'salt_unit': 'g', 'salt_value': 0.75, 'saturated-fat': 14, 'saturated-fat_100g': 14, 'saturated-fat_serving': 4.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 14, 'sodium': 0.3, 'sodium_100g': 0.3, 'sodium_serving': 0.09, 'sodium_unit': 'g', 'sodium_value': 0.3, 'sugars': 4.3, 'sugars_100g': 4.3, 'sugars_serving': 1.29, 'sugars_unit': 'g', 'sugars_value': 4.3}",d,Philadelphia nature 300g
Maille,"Condiments, Sauces, Mayonnaises, Dijon mayonnaises, Groceries",8718114734484,"{'carbohydrates': 1.3, 'carbohydrates_100g': 1.3, 'carbohydrates_serving': 0.208, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1.3, 'carbon-footprint-from-known-ingredients_100g': 43.72, 'carbon-footprint-from-known-ingredients_product': 140, 'carbon-footprint-from-known-ingredients_serving': 7, 'energy': 2778, 'energy-kcal': 664, 'energy-kcal_100g': 664, 'energy-kcal_serving': 106, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 664, 'energy-kcal_value_computed': 660.6, 'energy-kj': 2778, 'energy-kj_100g': 2778, 'energy-kj_serving': 444, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2778, 'energy-kj_value_computed': 2717.3, 'energy_100g': 2778, 'energy_serving': 444, 'energy_unit': 'kJ', 'energy_value': 2778, 'fat': 72, 'fat_100g': 72, 'fat_serving': 11.5, 'fat_unit': 'g', 'fat_value': 72, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_serving': 0.08, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 18, 'nutrition-score-fr_100g': 18, 'proteins': 1.6, 'proteins_100g': 1.6, 'proteins_serving': 0.256, 'proteins_unit': 'g', 'proteins_value': 1.6, 'salt': 1.1, 'salt_100g': 1.1, 'salt_serving': 0.176, 'salt_unit': 'g', 'salt_value': 1.1, 'saturated-fat': 5.9, 'saturated-fat_100g': 5.9, 'saturated-fat_serving': 0.944, 'saturated-fat_unit': 'g', 'saturated-fat_value': 5.9, 'sodium': 0.44, 'sodium_100g': 0.44, 'sodium_serving': 0.0704, 'sodium_unit': 'g', 'sodium_value': 0.44, 'sugars': 1, 'sugars_100g': 1, 'sugars_serving': 0.16, 'sugars_unit': 'g', 'sugars_value': 1}",d,Maille Mayonnaise
"Exotic Food,Flying Goose,Flying Goose Brand","Condiments,Sauces,Hot sauces",8853662056012,"{'carbohydrates': 28, 'carbohydrates_100g': 28, 'carbohydrates_serving': 28, 'carbohydrates_unit': 'g', 'carbohydrates_value': 28, 'carbon-footprint-from-known-ingredients_100g': 207.4, 'carbon-footprint-from-known-ingredients_product': 2.07, 'carbon-footprint-from-known-ingredients_serving': 207, 'energy': 582, 'energy-kcal': 139, 'energy-kcal_100g': 139, 'energy-kcal_serving': 139, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 139, 'energy-kcal_value_computed': 132, 'energy_100g': 582, 'energy_serving': 582, 'energy_unit': 'kcal', 'energy_value': 139, 'fat': 1.2, 'fat_100g': 1.2, 'fat_serving': 1.2, 'fat_unit': 'g', 'fat_value': 1.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 65.3333333333333, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 65.3333333333333, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 65.3333333333333, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 65.3333333333333, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'proteins': 2.3, 'proteins_100g': 2.3, 'proteins_serving': 2.3, 'proteins_unit': 'g', 'proteins_value': 2.3, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.2, 'saturated-fat_serving': 0.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.2, 'sugars': 22, 'sugars_100g': 22, 'sugars_serving': 22, 'sugars_unit': 'g', 'sugars_value': 22}",unknown,Sriracha Sauce
