code,product_name,nutrition_grades,brands,categories,energy-kcal_100g,sugars_100g,salt_100g,fat_100g
4088600206462,Red Lentil & Beetroot Fusilli,a,The Foodie Market,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Fusilli, Lentil pasta",180.0,2.3,0.05,1.3
8715700421469,Heinz tomato ketchup,unknown,Heinz,"Plant-based foods and beverages, Plant-based foods, Condiments, Fruits and vegetables based foods, Vegetables based foods, Sauces, Tomatoes and their products, Tomato sauces, Ketchup, Groceries",102.0,22.8,1.77,0.1
5000232844231,Red Kidney Beans in Water imp,a,Napolina,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses, Common beans, Red beans",109.0,0.0,0.05,0.5
4088600167756,Aldi Very Berry muesli,c,Specially Selected,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, en:mueslis-with-fruits",355.0,27.1,0.03,5.2
8480000134066,Mayonesa,e,Hacendado,"es:mayonesas, es:salsas, en:mayonnaises",599.0,1.33,1.1,65.0
3660603081980,Mayonnaise,c,"Bénédicta, Heinz","Condiments,Surgelés,Sauces,Mayonnaises,en:groceries,matières grasses",653.0,1.3,1.4,71.0
5010251430896,Greek Style Yogurt,c,Morrisons,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Plain fermented dairy desserts, Plain yogurts, en:greek-style-yogurts",102.0,4.2,0.1,7.3
7613287598936,Starbucks signature chocolat,e,Starbucks,"Boissons, Petit-déjeuners, Cacao et dérivés, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre",392.0,57.6,0.17,8.9
5000354919541,Bisto chicken gravy,e,Bisto,"Condiments, Gravy, Gravy granules, en:meat-based-sauces",400.0,16.7,11.7025,15.6
6111266961333,حليب,e,,en:milks,189.0,6.0,3.1,16.0
6111099000131,Zohor,c,,"Food,huile",900.0,0.0,0.0,100.0
4088600463575,Lentil Chips,d,Snackrite,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps",478.0,0.6,1.6825,21.4
4002359017988,Sauce soja salée,e,Suzi Wan,"Condiments, fr:sauces-au-soja-salees",63.0,0.5,17.2,0.5
3154230809890,HERTA LE BON PARIS Jambon à l'étouffée sans nitrite x6 -210g,c,"HERTA, Le Bon Paris","Viandes et dérivés, Viandes, Charcuteries, Jambons, Porc et dérivés, Porc, Jambons blancs, en:Pork (prepared)",109.2,0.0,1.54,2.4
4088600276250,Soft White Pittas,c,Village Bakery,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,Special breads,Pitas",251.0,1.7,0.96,0.9
6111266680159,fromage tranches fondiz 24t,unknown,,"fr:est ce que c’est bon?, en:cheeses",,,,
5059319021836,Rice krispies,c,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Puffed grains, Puffed cereals",389.0,7.9,1.0,1.2
6111028000867,fromage,e,Vache Qui Rit,"منتجات`الألبان, الأطعمة المخمرة, en:Desserts, en:Fermented milk products, جبن, en:Dairy desserts, en:Fermented dairy desserts, en:Processed cheese, fr:Fromages blancs, en:Cubed appetizer cheese",230.0,6.5,1.7,18.0
3173289105708,Quadro l'original,e,Cémoi,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Gaufrettes,Gaufrettes fourrées,Gaufrettes fourrées chocolat noisettes",527.0,43.0,0.29,30.0
6118000240044,,unknown,,,,,,
6111245470054,hala,unknown,,nivia,,,,
5010477362759,Jordan's Super Berry Granola,c,Jordans,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",420.0,18.0,0.03,12.0
3155253020644,Kéfir,b,LACTEL,"Boissons, Produits laitiers, Produits fermentés, Produits laitiers fermentés, Boissons lactées, Boissons fermentées, Boissons lactées fermentées, Kéfir",42.0,3.6,0.1,1.5
6118000010029,,unknown,,,,,,
