code,product_name,nutrition_grades,brands,categories,energy-kcal_100g,sugars_100g,salt_100g,fat_100g
20468583,Cooked Chickpeas,a,"Freshona, Lidl","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Chickpeas, Canned legumes, Canned chickpeas",112.0,0.9,0.6,2.4
20706852,Mints,e,"J.D. Gross, Lidl","Plant-based foods and beverages, Plant-based foods, Snacks, Condiments, Sweet snacks, Cocoa and its products, Culinary plants, Aromatic plants, Chocolates, Herbs, Dark chocolates, Mint, Filled chocolates, Dark chocolate filled with mint confectionery, en:confectioneries",456.0,63.1,0.02,17.0
3067140037898,Chicoree soluble nature bio 100g,unknown,Leroux,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Petit-déjeuners,Boissons chaudes,Boissons à base de végétaux,Préparations pour boissons,Produits déshydratés,Produits lyophilisés à reconstituer,Boissons instantanées,Boissons sans sucre ajouté,en:Instant coffee substitutes,Chicorée soluble,Chicoree,Chicorée et café en poudre soluble",342.0,28.0,0.89,0.5
3124480186850,schweppes Indian tonic,d,Schweppes,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons sans alcool, Eau tonique, Boissons avec sucre ajouté",19.0,5.8,0.0,0.0
3236240070405,Paysan Breton - Le Fromage Fouetté Madame Loïk - Echalote Ciboulette,d,"Le Fromage Fouetté Madame Loïk, Paysan Breton","Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Cow cheeses,Fresh foods,Pasteurised products,French cheeses,Pasteurized cheeses,Cheese spreads,Cream cheeses,Industrial cheese,fr:Fromage fouetté,fr:Fromages à l'échalote et ciboulette",244.0,2.9,1.2,23.0
3273220541012,Fromage blanc au lait de brebis,c,Vrai,"Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,Plain fermented dairy desserts,Pasteurized cheeses,Sheep's-milk cheeses,fr:Fromages blancs,Fresh cream cheese with sheeps's milk,fr:Fromages blancs natures",96.0,4.5,0.11,6.3
3700214614259,Chocolat noir 75% Pérou,d,Alter Eco,"Cacao et dérivés,Chocolats noirs",607.0,24.0,0.0,48.0
4008400183022,Raffaello,e,Ferrero,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons",627.0,33.6,0.28,48.3
5011157888101,Pure Basmati Rice,b,Tilda,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Meals, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices",143.0,0.08,0.024,1.92
5050083516313,Céréales Extra Kellogg's Pépites Chocolat au lait,e,Kellogg's,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Pépites de céréales croustillantes, Pépites de céréales au chocolat",484.0,25.0,0.68,22.0
7613035859098,NESTLE DESSERT Chocolat Noir Absolu,e,"Nestlé, Nestlé Dessert, Tablettes","Snacks, Desserts, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs",592.0,26.5,0.01,44.7
8480000835475,12 Cereales y semillas,b,Hacendado,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,Pães,Pães de forma,Pães de forma multicereais",263.0,3.4,1.175,6.1
20103286,Full Fat Soft Cheese Original,d,"Lidl, Milbona","Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Pasteurised products, Fresh cheeses, Pasteurized cheeses, Cheese spreads, pt:Queijos frescos para barrar",238.0,3.0,0.68,22.5
6111243380027,Miel d'eucalyptus,unknown,miel el Aâssal,"Miels,Miels d'eucalyptus",,,,
6111259341234,Genova - Double Creme,unknown,Excelo,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Filled sponge cake slices, en:biscuits",,,,
4058172310232,,not-applicable,"DM, mivolis (dm)",Gıda takviyesi,215.0,0.6,20.1,0.5
8410076480637,12 Crunchy Taco Shells,c,Old El Paso,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, Corn flatbreads, Tacos",509.0,1.0,0.05,27.0
0813636022953,Oat Barista Blend,c,Califia Farms,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Dairy substitutes, Cereals and their products, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Cereal-based drinks, Oat-based drinks",54.0,2.8,0.12,2.9
4056489546092,Bio crackers,c,Lidl,"snacks, zoute-snacks, voorgerechten, da:crackers, en:wheat-crackers",447.0,2.0,1.8,19.0
4000405004968,Veganer Schinken Spicker Mortadella,c,Rügenwalder Mühle,"en:Meat alternatives,Fleisch-Ersatzprodukte,en:Prepared meat cuts substitutes",117.0,1.5,2.2,9.0
5000157146298,Sundried Cherry Tomato & Basil,a,Heinz,"Condiments,Sauces,Pasta sauces,Tomato sauces with basil,Tomato sauces,Tomato sauces with onions",49.0,4.3,0.72,2.1
6111242109391,Crème cuisson,d,Jaouda,Crèmes allégées en matière grasse,216.0,0.0,0.0,18.0
8052575090322,Nocciolata crunchy,e,Rigoni di Asiago,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao",543.0,48.0,0.12,33.0
4056489891130,Pâte à tartiner cacao noisettes bio,e,LIDL,"Breakfasts,Spreads,Frozen foods,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",516.0,57.6,0.12,27.5
0144435502828,,unknown,,Water,,,,
20403027,Thon entier au naturel,a,Nixe,"Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Thons, Thons en conserve, Filets de poissons, Filets de thon, Thons au naturel, Thons entiers",117.0,0.0,0.7,1.0
3017760771894,Biscotte gout brioche heudebert,d,LU,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Biscottes,Pains grillés",433.0,12.0,1.14,11.0
3175681039599,Biscuit fondant choco 🍫noir (sans sucres ajoutés),c,Gerblé,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat noir, Biscuits tablette de chocolat, Biscuits tablette de chocolat noir",429.0,0.495,0.26,21.0
3248832940539,Poulet🐔 au Curry et Noix de Coco 🥥,c,"WW, Weight Watchers","Condiments,Viandes et dérivés,Plats préparés,en:Specific products,Plats préparés à la viande,Plats à base de riz,Sauces,en:Meal sauces,Plats à la volaille,Réfrigérés,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Plats préparés réfrigérés,Poulets au curry,Pâtes de curry,Produits sous license,Plats préparés à faible teneur en matières grasses",90.0,2.5,0.6,2.5
3478820005654,Pâte à tartiner Noir cacaopasta imp,d,"Jardin bio, Jardin biologique, Léa Nature","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Chocolate spreads",553.0,34.0,0.04,38.0
5010029208610,Weetabix Oatiflakes 550g,b,Weetabix,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, en:rolled-oats",405.0,14.0,0.258,8.6
6111179003847,Nectar Orange,e,Al Boustane,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars d'orange",46.0,11.0,0.0,0.0
6130093010069,,a,ifri,"Beverages, Waters, Spring waters, Mineral waters, en:natural-mineral-waters",0.0,0.0,0.04013,0.0
7622210422026,Véritable Petit écolier Pocket Chocolat au Lait,e,LU,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Milk chocolate biscuits,Biscuit with a chocolate bar covering,Biscuit with a milk chocolate bar covering",500.0,40.0,0.64,24.0
7622300292508,Choco Wafer,e,"Milka, Mondelēz","Lanches comida,Lanches doces,Biscoitos e Bolos,Biscoitos,Biscoitos de chocolate,Biscoitos de chocolate de leite",535.0,43.0,0.28,31.0
8711200548033,Amora Mayonnaise De Dijon Flacon Souple 235g,c,"Amora, Unilever","Condiments,Sauces,Mayonnaises,Mayonnaises de Dijon,en:groceries,matières grasses",648.0,1.5,1.8,70.0
8886303210207,Natural Coconut Cream,c,Kara,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut-based creams for cooking,Coconut milks and creams",35.0,0.0,0.0,4.0
9322969000015,Corn Thins Original,a,Real Foods,"plant-based-foods-and-beverages, plant-based-foods, snacks, salty-snacks, appetizers, corn-thins, da:crackers",383.0,0.556,0.653,3.33
6111242105287,Ghilal Panaché,e,Jaouda Copag,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Milks, Yogurts, en:stirred-yogurts",68.0,9.3,0.0,0.7
5035251000191,Natural Bio Yogurt,a,Lancashire Farm,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts",80.0,3.7,0.2,3.5
4088600202433,Multi grain hoops,a,"Harvest Morn, Aldi","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals",381.0,15.6,0.38,4.5
4056489232872,Cocoa Powder,unknown,"Belbake, Lidl","Cocoa and its products, Cocoa and chocolate powders, Cocoa powders",389.0,0.9,0.03,21.9
6111250474276,Lait UHT Entier,b,Dost,"Dairies, Milks (liquid and powder), Milks, Whole milks, en:uht-milks",58.0,4.8,0.0,3.0
6111242106789,Délicimo : Stracciatella,d,Jaouda,en:yogurts,168.0,20.0,0.0,7.4
4056489018636,,a,"Lidl,Snack Day","Biljne hrane i pića,Hranu biljnog podrijetla,Žitarice i krumpir,Kruhovi,Somuni,Bijeli kruhovi,Pšenični kruhovi,Pšenični somuni",309.0,2.0,0.00275,7.6
6111259344181,Crunchy original,e,Be,en:biscuits,530.0,34.13,0.13,32.87
4056489710592,Soft Pitted Dates,d,Alesto,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Fruits, Dried plant-based foods, Dried fruits, Dates, en:deglet-noor-dates",288.0,52.7,0.19,0.2
4088600526065,Multigrain Rice Cakes,b,Savour Bakes,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Puffed cereal cakes, Puffed multigrain cakes, Puffed rice cakes",400.0,0.0,0.429,5.71
5010003052949,Best of Both Bread,a,Hovis,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads, Bread white from wheat flour of the highest grade GOST 26987-86",228.0,2.75,0.9,1.5
6111259344051,,unknown,,"Snacks,Breakfasts,Spreads,Sweet snacks,Cocoa and its products,Sweet spreads,Chocolates,Pâtes à tartiner,Chocolate spreads,Chocolates with hazelnuts,confectioneries",,54.8,0.04,
6111259733770,,,,,,,,
20101268,Nougat Bits,d,"Crownfield, Lidl, Nordgetreide","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Filled cereals",433.0,26.6,0.975,16.3
3080216043807,Tourtel Twist,not-applicable,"TOURTEL, Tourtel Twist, Tourtel Twist Citron","Beverages, Non-alcoholic beverages, Non-alcoholic beers, Sweetened beverages, en:beers",27.0,4.7,0.0,0.0
3083680901024,Ratatouille cuisinée à la provençale,a,Cassegrain,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Plats préparés, Légumes préparés, Plats préparés en conserve, Ratatouilles",82.0,5.8,0.62,5.4
3123349011227,1L PUR JUS ORANGE JOKER NEW,c,Joker,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus",41.0,8.5,0.0,0.0
3175681037885,Tartines Craquantes Multi-Céréales,b,Céréal bio,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads",371.0,2.8,0.32,1.1
3178050000725,Huile d'Olive Vierge Extra,b,Puget,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges",900.0,0.0,0.0,100.0
3228020215090,Краве масло 82%,e,Président,"Млечни продукти, Мазнини, Крем за мазане, en:Spreadable fats, Животински мазнини, Млечни мазнини, en:dairy-spread, Краве масло, Безсолно масло",743.0,0.5,0.03,82.0
3600900021050,Tipiak Graine Parfumé,c,Tipiak,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Semoules de céréales, Semoules de blé, Semoules de blé dur, Couscous, Semoules de blé dur pour couscous",165.0,1.5,0.668,1.29
4008400290829,Kinder Pinguin,e,"Ferrero, Kinder","Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Génoise, Génoise fourrée et nappée au chocolat",450.0,33.1,0.25,29.7
5013683305442,Authentic Tofu,a,Cauldron,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Meat alternatives, Meat analogues, Tofu, Plain tofu",117.0,0.7,0.03,7.0
5021812000656,Bottle of Green Cordial (Handpicked Elderflower),e,Bottlegreen Drinks,"Beverages, Syrups, Cordial, Cordials, Elderflower-cordial, fr:sirops-de-fleurs-de-sureau",356.0,87.5,0.234,0.0
5060042641420,Chips sel de mer et poivre noir imp,d,Tyrrell’s,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps, Potato crisps in sunflower oil",497.0,1.33,1.3,27.3
5060088705179,Peanut Delight,d,Nakd,"Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Nuts and their products, Bars, Cereal bars, Fruits cereal bars, Nut bars, Peanut bars, fr:Barres aux fruits",442.0,35.0,0.58,23.0
5410126006049,The Original Speculoos,e,"Lotus, Lotus bakeries","Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Speculoos",484.0,38.1,0.92,19.0
6111184000190,Konfitura Morelowa 240g*EL Baraka*,d,el baraka,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot",240.0,60.0,0.025,0.0
6130760003349,جبن طازج,b,Soummam,"منتجات`الألبان, الأطعمة المخمرة, en:Fermented milk products, en:Spreads, مشتقات-الحليب",85.0,3.7,0.1,4.5
7613034579102,PERRIER eau minérale naturelle gazeuse,a,PerrierNestlé WatersNestlé,"Beverages and beverages preparations,Beverages,Carbonated drinks,Waters,Spring waters,Mineral waters,Carbonated waters,Carbonated mineral waters,Boissons sans sucre ajouté,Eau minérale naturelle gazéifiée",,,0.0024,
7613035040700,NESTLE DESSERT Noir 205g,e,"Nestlé, NESTLE DESSERT, Tablettes","Snacks,Desserts,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs, Confiseries, Confiseries chocolatées",548.0,46.4,0.01,34.0
8076809517706,Baiocchi nocciola snack mb,d,"Barilla, Mulino Bianco","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits fourrés, en:Biscuits/Cookies (Shelf Stable)",510.0,23.0,0.6,26.0
16756168,Chocolat au lait feuilleté caramel,unknown,Poulain,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats au lait,Chocolats au caramel,Chocolats au lait extra fin,Chocolats au lait au caramel",,,,
6111180003843,Flan,unknown,Idéal,"Aides culinaires, Préparations pour desserts, Préparations pour flans",,,,
3327272107266,Menguy's Beurre de cacahuètes crunchy,c,Menguy's,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Fruits à coques, Purées d'oléagineux, Beurres de légumineuses, Beurres de fruits à coques, Beurres de cacahuètes, Cacahuètes, Beurres de cacahuetes croustillants",629.0,8.5,0.73,52.0
5051399183664,Butterbeans in water,a,Tesco,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Canned vegetables, de:Bohnen",89.0,1.1,0.1,0.5
3228857001323,Brioche tranchée nature ss additif,d,Harrys,"Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Brioches,fr:Brioches tranchées,fr:Brioches natures",345.0,15.0,1.1,11.0
5057373749130,Ready Salted Crisps,d,Tesco Finest,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, en:potato-crisps-in-sunflower-oil",495.0,0.3,0.9,27.4
4088600179131,Coconut milk,e,Aldi,"Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Plant-based creams, Plant-based creams for cooking, Coconut milks and creams",171.0,2.0,0.0,16.9
4088600313030,Honey,d,Grandessa,"Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys",307.0,76.4,0.03,0.0
4088600003610,CIABATTA ROLLS,b,Aldi,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Bread rolls",284.0,2.94,0.62,2.94
3124480195326,PET 1.2L MAYTEA MENTHE,c,May Tea,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, Tea-based beverages, Iced teas, Iced teas with mint flavor, en:sweetened-beverages",14.0,3.3,0.03,0.0
5017764003395,Chipotle & lime,c,Manomasa,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",515.0,2.0,0.4,27.5
5000328024240,Snack a Jacks Zingy Salt & Vinegar 117g,c,SnackaJacks,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes",410.0,0.952,1.33,5.71
5449000318428,Hawai Tropical,e,HAWAI,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Sodas, Sodas aux fruits, Sodas aux fruits exotiques",27.5,6.0,0.0,0.0
6111031005408,,unknown,,en:biscuits,,,,
0013764027138,Organic 21 Whole Grains and Seeds Thin-Sliced,a,Dave’s Killer Bread,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads",214.0,10.7,0.938,0.0
20029838,Haselnuss,e,"Fin Carré, Lidl","Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Schokoladen, Milchschokoladen, Schokolade mit Haselnüssen, Milchschokolade mit Haselnüssen",557.0,50.3,0.359,34.7
20522612,Double Concentrated Tomato Puree,b,"Freshona, Lidl","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Prepared vegetables, Tomatoes and their products, Purées, Mashed vegetables, Canned tomato puree, Tomato pastes",94.0,17.0,0.0975,0.25
5000137159614,HIGH FIBRE CREAM CRACKERS,d,"Jacob's, Jacobs","snacks, salty-snacks, appetizers, da:crackers",476.0,0.8,1.7,19.3
5000137487908,The Original Cracker,d,Ritz Bakery,"snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers",490.0,8.3,1.3,23.0
5000232901422,Batchelors : Mushy Original,c,Batchelors,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Legumes and their products, Canned foods, Legumes, Seeds, Vegetables based foods, Canned plant-based foods, Legume seeds, Vegetables, Canned vegetables, Pulses, Canned legumes, Green peas, Canned peas, fr:pois-casses",88.0,1.4,0.45,0.4
51000009,Salt and Vinegar Flavour Potato Crisps,e,Walkers,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Salt and vinegar crisps, Potato crisps in sunflower oil, en:flavoured-potato-crisps",512.0,0.4,4.0,29.6
5391528180073,Oven Baked Sweet Potato Fries,b,Strong Roots,"Chips and fries, Frozen foods, Frozen fried potatoes, Fries, Frozen fries, en:appetizers",156.0,13.0,0.00055,6.2
6130760003769,L'ben,b,Soummam,"Produits laitiers fermentés,Laits,Boissons fermentées,Boissons lactées fermentées,Lben",40.13,0.0,0.07,1.65
8076800105056,Pâtes spaghetti n°5 1kg,a,Barilla,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Pâtes de blé dur sèches, Spaghettis de blé dur, en:Food",359.0,3.5,0.01,2.0
5000119560445,Italian Tomato Passata,unknown,Tesco,"Condiments, Sauces, Tomato sauces",21.2,2.96,0.16,0.2
6413300018042,Protein strawberry,a,Arla,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts",72.0,6.3,0.1175,0.2
6191475200010,eau minérale naturelle,a,TIJEN WATER,"Bevande,Acque,Acque di sorgente,Acque minerali,Bevande analcoliche,Bevande senza zucchero,Acque minerali naturali",,0.0,0.0045,0.0
7622210584717,Ginger 60% Cocoa Bar,e,Green & Black's,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats noirs au gingembre",508.0,47.0,0.01,30.0
5060283762212,Barbecue,e,Proper,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps, Barbecue crisps",467.0,4.5,2.55,20.0
3341504005540,Saint Agur,d,"Saint Agur, Savencia","Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Blue-veined cheeses, French blue-veined cheeses, Pasteurized cheeses",361.0,0.5,2.2,33.0
3664346326872,Poulain Grand Arôme intense 70% de cacao,e,Poulain,"Beverages and beverages preparations,Beverages,Cocoa and its products,Beverage preparations,Cocoa and chocolate powders,Instant beverages,Instant chocolate powders",68.0,6.7,0.11,2.1
5053990162703,Pringles,d,Pringles,"Snacks,Zoute snacks,Voorgerechten,Chips en patat,Chips,en:Salty snacks made from potato",519.0,3.3,1.2,29.0
8719200230989,ProActiv Original,c,Becel,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses à tartiner,Matières grasses végétales,Margarines",315.0,0.5,0.3,35.0
6111265980250,,unknown,,cheeses,522.0,71.7,0.2675,25.5
5060337222174,biotiful gut health kefir protues,b,Biotiful,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Kefir yogurts, en:fermented-milk-drinks",66.0,3.52,0.098,0.4
6111029000491,النمر,e,,yz,,,,
3330720244017,Confiture fraise sans sucre ajoutes,a,Lucien georgelin,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Spreads, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves, Jams, Berry jams, en:strawberry-jams",89.0,21.7,0.02,0.5
8402001009648,María 100% Integral,d,"Hacendado, Siro","Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos,es:Galletas maría",410.0,20.0,1.4,10.0
6111259344068,6111259344068,unknown,,fr:pates-a-tartiner,,,,
6111031005217,Oreo chocolate,e,Unknown,en:biscuits,525.0,39.2,2.94,19.6
6111263900243,,,,,,,,
6111242926806,FRUT MAX,e,MARRAKECH,Juices and nectars,38.0,7.9,0.25,0.0
0078742040370,Purified Drinking Water,unknown,"Great Value,Wal-Mart Stores Inc.","Beverages,Waters,Unsweetened beverages,Drinking water",0.0,,,0.0
20023775,Taboulé à l’orientale,c,Saladinettes,"Plats préparés, Plats à base de semoule, Taboulés, Taboulés orientaux, Taboulés à l'huile d'olive",183.0,5.4,0.9,6.7
20163402,Tomaten passiert,a,"Baresa, Baresa/Lidl, Lidl","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Gemüsebasierte Lebensmittel, Tomaten und Tomatenprodukte, Passierte Tomaten",33.0,5.0,0.4,0.1
3024720026895,Rillettes de poulet rôti,d,Bordeau chesnel,fr:Charcuterie de volaille,331.0,0.5,0.98,30.0
3046920028370,Lindt Excellence Dark Orange Intense,e,Lindt,"Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates con leche,Chocolates con almendras,en:Flavoured chocolates,en:Flavoured milk chocolates,en:Milk chocolate bar,Chocalte con leche almendrado",535.0,46.0,0.08,32.0
3073781077025,Le Bloc,e,La vache qui rit,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages fondus",315.0,2.0,3.1,26.5
3165950049015,Filets de Sardines Citron Basilic,c,Saupiquet,"Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Sardines, Sardines en conserve, Filets de poissons, Filets de sardines, Sardines sans huile, Filets de sardines citron basilic",147.0,0.5,1.3,8.4
3560070308316,Biscottes Complètes bio,c,Carrefour,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Wholemeal rusks",388.0,4.9,1.3,6.3
3700214610480,Sucre Cmplet Muscovado,e,Alter Eco,"Édulcorants, Sucres, Sucres roux, Sucres de canne, Sucre muscovado, Sucres complets",394.0,95.0,0.07,0.0
5010171000018,Salted Butter,e,Country Life,Salted butters,737.0,0.0,2.032,81.7
5010477300508,Country Crisp with Sun-Ripe Strawberries,d,Jordans,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Mueslis, Mueslis with fruits",447.0,20.8,0.03,14.9
5411188115533,soya Vanille,c,Alpro,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons végétales de soja,Boissons avec sucre ajouté,Boissons végétales de soja à la vanille,Boissons au soja aromatisées sucrées enrichies en calcium",57.0,6.7,0.14,1.8
8410376026979,Digestive Muesli,d,Gullón,"Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos,en:Oatmeal cookies",462.0,21.0,0.7,18.0
5013635301454,Pure Creamed Coconut,d,KTC,"Plant-based foods and beverages, Plant-based foods, Plant-based creams, Plant-based creams for cooking, Coconut-based creams for cooking",604.0,6.4,0.1,65.0
6111184003283,Assaisonnement au citron,unknown,Star,"Condiments, en:groceries",1.12,,,0.0
20574093,Runny Honey,e,Highgate Fayre,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels liquides",359.0,79.7,0.04,0.6
6111245470030,Afia huile de table,e,AFIA,Huile de table,900.0,0.0,0.0,100.0
01708752,Just Snax Tortilla Chips,c,Sainsbury's basics,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",480.0,0.5,0.9,21.0
5060055251234,unsmoked back bacon rashers,e,naked bacon,"Meats and their products, Meats, Pork, Bacon, Unsmoked bacon, Back bacon, Bacon rashers, Unsmoked rindless back bacon rashers",257.0,1.0,2.95,15.1
